,id,tweet,wildan,denise,angga,majority
382,12197,Beneran gw BENCI banget sama org orang yang saat genting kaya gini masih suka nipu jualan oksigen kaya gimana. Monetizing vaksin dll.   Hidup dan rejeki kalian ga bakalan berkah!! ðŸ¤¬,-1,-1,-1,-1
383,11720,vaksin gratis dibilang ada chipnya vaksin bayar dibilang cari cuan  ... ???,0,0,0,0
384,9777,"Di group wa SMA yg ada kadrun, dulu awal vaksin, mreka ributin cina, dr babi lah, knspirasi, gak prcaya covid, skrg mrk pjang foto sdh vaksin pake sinovac,  ada yg kena covid mnta doa, ada yg meninggal covid, 1 klrga kena covid, Alhamdulillah sprtinya mrk nyadar, tp ttp kadrunðŸ˜‚",1,1,1,1
385,9090,pun tidak berebut minta vaksin. pengumuman kapan dan di mana disuntik pun tak ada. tak kebagian pun tak apa-apa. tes pcr sangat jarang.  itu yang gratis. kemungkinan dicuekin. apalagi sampai harus beli. besar kemungkinan ogah.,-1,-1,-1,-1
386,13709,"Day 3 vaksin covid19, Amunisi biar imunnya baik. Bukan susu beruang tapi ini lumayan. Harga ramah kantong dan rasa enak.. semoga yg udah ikhtiar vaksin diberikan kesehatan, pikiran tetep positif. InsyaAllah sehat.. yuk vaksin! â¤  https://t.co/Rz0CWI7fWt",1,1,1,1
387,11476,Alhamdulillah sekarang sudah bisa dibeli yah  Syukur kita panjatkan karena mempermudah rakyat indonesia  Vaksin tersedia Di #KimiaFarma   Tapi boong  #mariberbisnisdenganrakyat,1,1,1,1
388,8567,"Daerah blang pemerintah fokus ke Jawa. Di Jawa, org2 mention vaksin belum dapat. Lalu Itu staf ahli ato komisaris sih yg tanya daerah mana yg abis vaksin?   Di sisi lain, presiden blang 122 juta vaksin sudah diamankan. Sdgkan vaksin berbayar sudah melayani dgn stok aman.",-1,-1,-1,-1
389,7299,alesan orang indo mau vaksin -biar kebal covidâŽ -biar bisa keluar kota âœ…,0,0,0,0
390,9168,"Jd pas dikasih undangan ngisi form gt dikasih pilihan mau vaksin dimana dan kapan. Eyke pilih yg paling cepet. Trus skrang inget ga kebayang kl vaksin pas datang bulan bakal gmnðŸ¤£ðŸ¤£ðŸ¤£  Win win solution bgt vaksin kemaren ðŸ˜† tercepat, weekend dan lg g haid.",1,1,1,1
391,14027,Katenye kalo abis vaksin kebal hukum  Khaak.,0,0,0,0
392,7775,Kritik dengan solusi:  Kritik: Vaksin untuk pandemi jangan dijual  Solusi: Gratisin,-1,-1,-1,-1
393,13009,"Padahal kalo preferensi internetnya agak bagusan dikit, beliau bisa nemu pilihan konspirasi yang lebih bagus yaa... misalnya produksi vaksin (microchip) yang masif akhir2 ini mengakibatkan penurunan ketersediaan semikonduktor di seantero negeri (global shortage of semiconductor)",0,0,0,0
394,9776,"SAYA KIRA, SEMUA MANUSIA YANG LEMBUT HATINYA, YANG SEHAT DAN LOGIS OTAKNYA, PASTI AKAN MEMILIKI PANDANGAN YANG SAMA DENGAN ABANG. bagaimana mungkin, pemimpin suatu negara berdaulat, tak memiliki kekuatan utk menggratiskan vaksin covid-19 utk rakyatnya? #TerimaKasihNakes",-1,-1,-1,-1
395,10307,"Virus pasti bermutasilah, kayaknya ilmuwan ga sebodoh itu untuk ga memperkirakan bahwa covid-19 ga akan bermutasi. Setelah berita begini juga tiap2 muncul berita bahwa vaksin tetap bisa menangkal/melawan virus ini.  DAEK JEUNG BISA WE HEULA DI VAKSINNA KARAK PROTEZZZ",1,1,1,1
396,11565,"Besok yang mau vaksin di Yonif 315 dateng aja jam 7 sampe jam 8, on the spot... Bisa juga daftar ke Koramil / Kodim / Babinsa yaaa [BGR]",1,1,1,1
397,12404,"Kok saya teringat alat swab antigen bekas di Sumut tempo hari, bisa jd nanti yg dijual vaksin abal2 &lt",-1,-1,-1,-1
398,12802,Vaksin geratis ogah2an ikut. Giliran dijual bilangnya di bisnisin. Serba salah ya allah ðŸ˜‚,0,0,0,0
399,10519,Cara agar vaksin berbayar laku:  Membuat vaksin gratis menjadi langka,0,0,0,0
400,7353,"Males antri, takut tertular di kerumunan vaksinasi massal, tunggu vaksin efikasi terbaik, malas kepanasan dan keinginan bantu Negara menghemat alokasi APBN u penanganan darurat bencana pandemi Covid-19 bisa menjadi  alasan kaum berada utk beli vaksin Sinopharm di @kimiafarmakuID",1,1,1,1
401,12559,Vaksin bantuan jangan dijual ke rakyat,-1,-1,-1,-1
402,14840,Guy aware yaaa. Yang uda vaksin aja masih bisa kena.,0,0,0,0
403,7176,Khofifah jg menyatakan bhw serbuan vaksinasi di Jatim ditarget selesai pada bln ini loh !,1,1,1,1
404,8312,"belom lagi corona.. dan orang2 yg mikir mengenai corona ga ada lah, corona hanya mainan bisnis, vaksin apalah. aduh setannn!!!! gue udh ampe mager lagi tau permasalahan2 di indo. kaya...lo paham gasih...gue gamasalah sm pendapat kalian, tp lama kelamaan...ðŸ’”ðŸ˜­",0,0,0,0
405,8471,Rame bet pada mo vaksin ini,1,1,1,1
406,11057,"Bayangin nimbun vaksin yang dibeli dari KF terus dioplos abis itu dijual lagi dengan harga lebih mahal. Apakah mungkin? Ya gua sih ga mau suudzon cuma otak manusia kalau buat duid mah segala cara diterjang. Terus misal uda kejadian gitu, yang tanggung jawab siapa?",-1,-1,-1,-1
407,13933,Sekarang gimana caranya Vaksin Massal tanpa bikin kerumunan?,0,0,0,0
408,13418,Saatnya menjual Vaksin,0,0,0,0
409,14501,"Pak Anies Fokus mengajak warganya utk Vaksin. Gak heran sd tgl 7 Juli , 5 juta orang di DKI JKT sudah di vaksin dosis 1.  Panutan ðŸ‘ðŸ˜  https://t.co/4z98xrWodu",1,1,1,1
410,9540,Omg besok jadwalnya vaksin :') agak deg-degan yaaa,1,1,1,1
411,9379,Tapi rakyat sendiri juga sering nyinyir sama karya bangsa sendiri. Contohnya GeNose sama Vaksin Nusantara. Itu contoh nyata riset yang perlu dikembangkan. Tapi yang ada malah hasilnya malah dibully bukan diapresiasi.,0,0,0,0
412,12066,-11fess setelah perjuangan antri pagi pagi buta akhirnya besok bisa vaksin. Deg degan banget nih  Kira kira perlu persiapan apa aja ya?,1,1,1,1
413,10483,"Sekarang malah mau duitin vaksin, ampun dahhh",-1,-1,-1,-1
414,11270,"saat yg tepat apaan sih? udah berulang-ulang gue baca nih artikel tapi ga ada argumen logisnya.  karena varian Delta menular lebih cepet?klinik lo bisa vaksin 1.700 orang/hari per artikel ini kan? yaudah lakukan, tapi gratis. heran??? ðŸ¤·ðŸ»â€â™‚ï¸ðŸ¤·ðŸ»â€â™‚ï¸ @KimiaFarmaCare",-1,-1,-1,-1
415,14266,"Sekarang kimia farma jualan vaksin,,,, Mbok iya di gratisin aja vaksinnya,,,,ðŸ‘Œ  Daur Ulang Alat Rapid Bekas, Manajer Kimia Farma Medan Untung Rp30 Juta per Hari |  https://t.co/OCGN5nyhXg  https://t.co/Jnttng6sMb lewat @merdekadotcom",-1,-1,-1,-1
416,8256,"Kemarin vaksin gratis, kenapa sekarang jadi bayar???",-1,-1,-1,-1
417,10767,"Lah kalau mau herd immunity harusnya yang dikencengin jumlah vaksinnya unt masyarakat, bukan malah dijual begini. Nih masyarakat banyak minta vaksin tapi pembagian dosisnya terbatas. Banyak pesantren antre dapat vaksin, kok malah mau dijual #gagalpaham   https://t.co/U6EdnrEVQ6",-1,-1,-1,-1
418,8604,"Sampe abis mulai jualan vaksin ""gotong royong"" vaksin gratis jadi makin jarang dan susah diakses awas aja, bnr2 ngomel gue DEMI",-1,-1,-1,-1
419,9721,"Simple aja sih. Bagi yang mau bayar untuk divaksin, ya ikut vaksinasi berbayar. Kalau ngga mau bayar, ya ikut vaksinasi gratis. Gitu aja kok repot. Case closed.",1,1,1,1
420,6917,Satu keluarga udh vaksin kecuali syaðŸ˜… pda pegal semua ðŸ¤£,1,1,1,1
421,7265,"Sebenernya gapapa asal jangan ada lobi dagang, tiba2 vaksin gratis langka, distribusi melambat, gudangnya terbakar, indonesia gitu loh..",-1,-1,-1,-1
422,14836,"Yg gamau vaksin gegara ini adalah bisnis pemerenta makin gamau vaksin. Mau pake ""ayo vaksin yg gratis, drpd bayar!"" juga gak mempan",0,0,0,0
423,11466,"Bisa Terjadi:  ðŸ‘¦Pak mau #Vaksin ? ðŸ§’Pribadi atau Gratis?  ðŸ‘¦Gratis ðŸ§’ Daftar dulu ya, nanti dihubungi petugas kami.  ðŸ‘¦ Kalau pribadi? ðŸ§’Silahkan proses skreening, nanti di #vaksinasi Petugas.  Ada falsafah ""Kalau bisa dijual kenapa digratiskan?""  #KimiaFarma  #VaksinasiCovid19",0,0,0,0
424,14496,"Vaksin sekarang bayar gaes, horeeee...",1,1,1,1
425,10068,"Yang ada tuh org dikasih duit biar mau vaksin, bukan ngeluarin duit.. payah dah nih ubi Cilembu",-1,-1,-1,-1
426,13025,Frankly agak aneh juga dengan adanya vaksin gotong royong. Jago ya yg nyetusin? Udah bisa mencium pundi2 uang.,-1,-1,-1,-1
427,10362,Rabu sama kamis ada jadwal vaksin di kampus pusat ga ya? -11fess,0,0,0,0
428,14141,Vaksin bisa dibeli sendiri di kimia farma itu berita baik. Salah satu cara mempercepat program vaksinasi.,1,1,1,1
429,9387,"Kaum pro pemerintah be like ""Kritik pemerintah tapi ngantri vaksin"". Bos, vaksin itu hak semua warga negara ga peduli mau  oposisi apa pro pemerintah. Di UUD 1945 juga jelas di pasal 34 ayat 3 dibilang bahwa negara bertanggung jawab atas penyediaan fasilitas pelayanan kesehatan.",1,1,1,1
430,10716,"Memakai istilah Vaksin ""Gotong Royong"" utk yg berbayar mendistorsi makna Gotong Royong.",-1,-1,-1,-1
431,8915,"Negara perbolehkan jualbeli vaksin. Yg jual farmasi BUMN. Satu dosis 360rban belum tetekbengeknya. Yg gratis aja, orang banyak yg bangkang, malah masih nolak. Apalagi bayar. Pasarnya org yg gimana ya kalau gini",-1,-1,-1,-1
432,8568,"Sinovac ga berguna... Dan akhirnya disuruh vaksin ulang... Vaksin berbayar, vaksin gotong royong....ðŸ¤‘",-1,-1,-1,-1
433,9953,"Kalo menurut gue, kalo vaksin yang diperjualbelikan itu pfizer atau moderna sih mungkin malah pada antri sehingga yang gratis bisa menyasar buat masyarakat menengah ke bawah lebih masif",0,1,0,0
434,14716,"Ayok vaksin!!! Selain melindungi diri sendiri, lakukan jg buat orang lain yg bakal sedihhh bgt kalau kamu sampe kanapa2  https://t.co/bzYqzlWq6e",1,1,1,1
435,6991,BUMN JUAL VAKSIN COVID. PEMERINTAH TEGA CARI UNTUNG DARI KESUSAHAN RAKYAT!  https://t.co/xxUeKDPV4I,-1,-1,-1,-1
436,11838,"""Vaksin berbayar utk membantu meningkatkan capaian vaksin"" is utter bullshyt. Gue sbg vaksinator tau bgt demand vaksin di lapangan msh sangat tinggi. Iya antivaksin ada, yg takut vaksin ada, tapi literally tiap tim gue buka vaksin PASTI habis.",-1,-1,-1,-1
437,7876,"Andai kata vaksin berbayar, nanti ada yg jadi reseller. Trus masyarakat mau beli ke pemerintah susah dapetnya. Akhirnya beli lebih mahal ke pedagang eceran.   Kayak Tabung oksigen. Di media kemenkes bilang stok aman, tp kenyataannya kisruh bgt. Timbul byk korban alias gak siap.",-1,-1,-1,-1
438,10479,dikasih vaksin gratis curiga. ada vaksin berbayar protes katanya pemerintah tidak memihak rakyat. ðŸ™ƒ,1,1,1,1
439,10902,"Sama program vaksin gotong royong dihapus saja, semua berhak dapat vaksin gratis dan nggak sesuai sama nama gotong royongnya. Tambahan, WNA/TKA jangan diizinkan masuk dulu",-1,-1,-1,-1
440,12414,"correct me if i'm wrong, tapi bukannya vaksin covid-19 itu harusnya gratis ya?",0,0,0,0
441,7468,"Negara paling kapitalis, kalo mau vaksin mudah dan simple. GRATIS untuk siapapun.",-1,-1,-1,-1
442,9965,"Vaksin berbayar kan per orang sekitar 879rb, mesti ke apotek ""itu"".  Saya khawatir ini memicu jualan vaksin gratisan di pasar gelap untuk harga lebih murah.  Jual setengah harga vaksin berbayar resmi juga udah lumayan.  Mudah-mudahan saya salah.",-1,-1,-1,-1
443,9235,"besok udah mulai kerja barengan orang2 ga percaya covid. so i prepare my weapon: headset ! dan udah ketebak pasti besok ngomongin vaksin yg bisa dibeli di kimfar itu. yea, i know them very well ðŸ˜ŒðŸ˜Œ",0,0,0,0
444,8036,"Inshaallaah nanti aku vaksin ketiga mau pakai Sinoparm, setengah dosis aja buat booster, boleh kali ya sob 200rb ? ðŸ˜ŠðŸ˜ŠðŸ˜Š",0,0,0,0
445,9284,"Vaksin Gotong Royong, tapi kon mbayar haha",-1,-1,-1,-1
446,8062,Kalo nanti kita dapat vaksin yg berbayar anggap saja kita gotong royong bantu negara biar gemah ripah lohjinawi @diyansee,-1,-1,-1,-1
447,14685,Banyak banget kericuhan pas mau vaksin karena ketidakjelasan nomor antrianâ€¦.disuruh vaksin tapi giliran mau vaksin dipersulitðŸŒðŸ¤ª,-1,-1,-1,-1
448,10108,Bisnis sekarang yang prospek yaitu vaksin bukan bahan pangan,-1,-1,-1,-1
449,9395,mending vaksin apa ga sihðŸ˜¡,0,0,0,0
450,11046,"Vaksin berbayar, yuk mumpung masih gratis, yg dapet panggilan vaksin langsung vaksin ya sebelum vaksinnya jadi berbayar",1,1,1,1
451,11935,"Ada yang mo modalin gak? kayanya dagang vaksin di pasar induk bisa laku keras, nih  Dagang bakso sama bubur pake gerobak aja di denda 5jt karena makan ditempat, mending dagang vaksin kan suntik ditempat gak bisa dibungkus pake karet 2 biji  sa ae dagangnye, dasar ketek cacing...",-1,-1,-1,-1
452,9112,"bismillah daftar vaksin, online, 1 menit ful quota",1,1,1,1
453,11515,"bukan yg ini yg hibah. ini beli langsung dr China utk vaksin gotong royong perusahaan. tp KADINnya ngomong doang, gak komit mau beli itu vaksin.",-1,-1,-1,-1
454,8031,Berarti pasokan Vaksin ada. Lambat vaksinasi bukan karena stok. Tapi karena sedang disimpan dan mau dijual.,-1,-1,-1,-1
455,14774,"Beda dengan vaksin Barat yang jelas harganya tapi ga boleh dituntut, vaksin Timur ga boleh minta data detail dan beda-beda harganya tergantung S&amp",-1,-1,-1,-1
456,13729,"Apapun kata Loe, bilang aja Loe ini lagi jualan vaksin, ambil keuntungan di tengah pandemi dan kesusahan masyarakat termasuk akses vaksin. Vaksin itu public health good, bukan commercial product.",-1,-1,-1,-1
457,14411,sebenernya bagi muslimah penyuntikan vaksin jadi dilema  soalnya kan harus buka lengan kiri yang dimana itu aurat.  tapi yaudalah yaa itukan bukan ranah gua untuk mengomentari lebih lanjut,0,0,0,0
458,20014,Yay udah vaksin dosis pertama! buat kalian yg belum vaksin segera vaksin ya! and stay safe! ðŸ’–ðŸ’–,1,1,1,1
459,20239,"Ini gimana sih? Katanya suruh vaksin dosis ke 2 hari ini, tapi pas ngecek ke tempatnya ternyata bukan hari ini? Yg salah siapa?",0,0,0,0
460,18668,@RizalRamli_id cuma tanya anda sdh vaksin belum..?,0,0,0,0
461,17127,Abis vaksin bawaannya laper dan ngantuk,1,-1,1,1
462,15297,"3 temen gw ada yg kena udah vaksin sinovac beserta keluarganya, gejalanya juga ringan, mereka survive layaknya sakit flu biasa pada akhirnya",1,1,1,1
463,18442,fakyu anjeeeng sama orangÂ² yang bilang sampai sekarang kalau covid itu hoax. ðŸ–•ðŸ–•,0,0,0,0
464,20028,harus vaksin nih?  ðŸ™„,0,0,0,0
465,15272,"Yuks segera vaksin, jangan sampe nyesel lo ðŸ’œ",1,1,1,1
466,17913,Vaksin kok kayak gacha ya anjir,0,0,0,0
467,20167,Mau vaksin ke 2 malah umpel2an amit2 ini mah bisa kena duluan,0,0,0,0
468,19577,"Goblok, mau Vaksin aja susah. Habis itu kalian bilang kalo kalian serius nanganin pandemi?",-1,-1,-1,-1
469,16046,Saya sudah di VAKSIN VAKSIN Aman Dan Halal @jokowi  @halimiskandarnu  @tppkemendes  https://t.co/GnoCOSdQ1I,1,1,1,1
470,19840,"Skrg juga sdh bs vaksin utk 12 thn ke atas. Nah yg bsk di GBK,bs juga tuh utk usia 12-17thn.Jd bs sekalian deh daftarin anak,ponakan,adik. Gebetan juga bs",1,1,1,1
471,15520,Harusnya program vaksin itu kayak pemilu.,0,0,0,0
472,15907,Emang kntl lah yang bikin hoax soal vaksin ini.  Temenku nggak mau divaksin padahal kakak+ibu nya udah positif covid gara2 hoax soal vaksin ini ðŸ˜“,0,0,0,0
473,17816,Vaksin pertama. ðŸ˜‡ðŸ˜‡  https://t.co/2Gv0f3ec8w,1,1,1,1
474,18766,"Alhamdulillah hari ini aku abis vaksin guys, kukira sakit kena suntik... eh ternyata ga kerasa..  https://t.co/O11aOEao6i",1,1,1,1
475,19459,"Yuk target vaksin Agustus buat jawa bali udah 50%, yuk bisa yuk.",1,1,1,1
476,15290,"HEH APA-APAAN INI! ðŸ˜­ Kukira gk mungkin vaksin bayar karena pemerintah bakal mikirin kesehatan masyarakat yg seadil-adilnya. Dan pandemi ini jadi tanggung jawab penuh pemerintah. Plis lah stop langkah bisnis ginian. Sebel aku, ada aja yg mikirin cuan mulu",-1,-1,-1,-1
477,18149,H+4 post vaksin perut masih perih banget berasa belom makan seharian padahal baru aja makanðŸ˜­ðŸ˜­ðŸ˜­ is this normal???,0,0,0,0
478,17554,"Pas vaksin tadi dikasih tau yang harus dihindarin ""mbak nanti setelah vaksin gabole minum kopi selama 3 hari, alkohol 3 bulan yaa"" dalem hati ""ya allah mbak yekali w minum alkohol"" ðŸ¤£",0,0,0,0
479,19842,Ohhh gini doang ternyata vaksin,1,1,1,1
480,19569,"Giliran dpt info tempat vaksin, sampai sana sudah habis ðŸ™ƒ",0,0,0,0
481,18576,"Kita harus cerdas """"vaksin yang nyatanya virus dimasukan tubuh buat apa coba??? sama halnya memasukkan orang lain ke dalam rmh kita untuk menggarong kekayaan di rmh kita. Kenapa kita diam??? #IndonesiaKolaps  #BapakPresidenMenyerahlah  #MundurAjaPakde",-1,-1,-1,-1
482,16352,kenapa efek habis vaksin jd pgn makan terusðŸ¤®,0,0,0,0
483,19800,"Terima kasih sudah ikut serta dlm percepatan vaksinasi pak â¦@basuki_btpâ©, nakes yg terlibat, mahasiswa/i yg menjadi volunteer, InsyaAllah menjadi rutinitas tiap minggunya guna mendukung pemerintah mencapai herd immunityðŸ™ðŸ»   https://t.co/vijCPpXP83",1,1,1,1
484,15974,Pengen vaksin tapi yg sinovac katanya bikin laper teruss kn enak buat gemukin badan,0,0,0,0
485,19996,"Alhamdulillah kmrn sudah vaksin pake jalur khusus dari ibukos dan masih dapet yg sinovac,malamnya ga ada drama panas atau sakit atau apalah,masih baik2 saja sampai saat ini Terima kasih ibu kos",1,1,1,1
486,15817,"eh eh ini gimana sih? katanya yg vaksin pake AZ badan pegel/linu/meriang? trus yg sinovac aman aman aja? apa vaksin kopit ini macem vaksin bayi yg bisa milih mau yg demam/engga gitu ya? jd kalo yg ga demam vaksinnya ya agak mahalan hufttt maklum blm dapet vaksin, jd pinisirin ðŸ™ƒ",0,0,0,0
487,18906,Alhamdulillah vaksin lagi ðŸ’ªðŸ˜Œ,1,1,1,1
488,17835,"Oke tiap hari w bakal pantau ig pemkab bogor buat ngecek jadwal vaksin di pakansari, semoga bener tgl 15 adaðŸ˜¡",1,1,1,1
489,20470,"Keluar juga dari salah satu group whatsapp. Isinya suka bikin sakit kepala. Isinya anti vaksin kek, mau lo percaya konspirasi kek. Sebodo teing! Kondisi sekarang kayaknya lebih milih buat jauhin toxic people. Cape!",0,0,0,0
490,17974,"Doi positif Covid-19. Alhamdulillah karena sudah dapat 2 dosis vaksin Sinovac April lalu, gejala yang dialami ringan, yaitu demam (sekarang udah galagi), batuk, pilek, dan sementara hilang penciuman",1,1,1,1
491,20268,-11fess gais yang udah vaksin efeknya apa di kaliann?,0,0,0,0
492,17586,"Wajarlah kalo abis vaksin bakal ngerasain efek sampingnya, jadi ngerasa yakin kalo yang disuntikin ke dalam tubuh itu vaksin bukannya air putih",1,1,1,1
493,20435,"Pengalaman divaksin  Alhamdulillah gue bisa dapetin vaksin kurang lebih pas bulan April kemarin baik dosis 1 atauapun 2, vaksin yg didapet saat itu dari Sinovac, dan gue ga permasalahkan soal merk sih, gue percaya aja vaksin yg tersedia saat itu adalah yg terbaik.",1,1,1,1
494,16837,Terseraah andaa kalau tidak percaya vaksin. Tapi jangan sekali-kali menggiring opini yang meresahkan dan menambah beban pikiran masyarakat awam.   Anda tau? Andaa bangsaattt,0,0,0,0
495,19273,Habis vaksin. Suruh tunggu 15 menit diruang observasi. Semoga gak ada keluhan ðŸ˜‡  https://t.co/t3ngn8PmXf,1,1,1,1
496,18366,"@PLindungi Selamat Siang bpk/ibu yang sedang bertugas, saya mau bertanya Ibu saya sudah Vaksin tapi kenapa gak ada sertifikatnya ya, Padahal udh daftar dan masukin NIKnya jud Webnya/",0,0,0,0
497,19647,Ayok vaksin yok biar dapet surat izin keliling   Yakali vaksin biar dapet surat. Ya biar sehat lah ceunah   Canda vaksin ðŸ˜‚  https://t.co/9Uuv58S14l,1,1,1,1
498,18359,Betooollll. Mau nangis ngasih tau klo vaksin itu penting ðŸ˜­,1,1,1,1
499,18741,mau vaksin rame bgt,0,0,0,0
500,18672,"setelah diprank daftar vaksin ternyata buat ktp sleman, kehabisan kuota, diprank kudu pelayan publik, dll. akhirnya dapet jadwal vaksin jugaaaa",1,1,1,1
501,18254,"Banyak yg percaya woy tanggung jawab. Jadi do wegah vaksin, klo tambah banyak  yg kena ibunya ini mau ngrawat kah ?",0,0,0,0
502,16093,Kok bisa sih org vaksin berjam2 dan berkerumunan. Gua vaksin dari proses antri sampe selesai cuma 30 menit.,1,1,1,1
503,19533,Mau vaksin ragu aduuhh,0,0,0,0
504,16801,"aq juga mau divaksin tpi masih nunggu lagi krn yg usia lanjut belum semua divaksin, sdngkan ada tetangga udah kbagian vaksin malah pura"" pingsan ðŸ™„ðŸ™„",1,1,1,1
505,16733,"Vaksin ga mau, ikut prokes ga mau, tapi pas udah banyak korban kesannya nyalahin pemerintah ga bisa kontrol pandemiðŸ¤·ðŸ»â€â™€ï¸",0,0,0,0
506,18799,Ini tangan habis vaksin pegelnya ga nahan sih ðŸ˜­,0,0,0,0
507,17255,"FYI, vaksin astrazaneca ini kata dokternya ada beberapa efek sampingnya, yg paling umum adalah demam. Makanya pas di tahap terakhir tadi kita dikasih ibat Paracetamol buat meminimalisir efek samping demam dan pusingnya. It's okey, no problem kok.",1,1,1,1
508,19659,Bismillah otw ke tempat vaksin,1,1,1,1
509,16335,"Moga dgn aturan baru ini kekebalan kelompok lebih cepat terwujud ðŸ‘ Aturan Baru Menkes: Vaksinasi Bisa di Apotek, Bayar Sendiri!  https://t.co/dGpUxXZjK6",1,1,1,1
510,17192,"Saya mmg baru dpt vaksin Juni 2021. Ya harus nunggu antrian dg prioritas thd sejumlah profesi spt nakes, PNS, Peg BUMN &amp",1,1,1,1
511,17162,Masih inget ga kasus dukcapil beri e-ktp yg rencananya akan dibuat utk kaum transpuan/transgender? Hampir semua komentar pd underestimate. Pdhl sejatinya ya utk pembuatan bpjs dan data pemerintah yg lain. Ktp mutlak utk syarat vaksin. Bener2 miris utk kaum marginal sprti mreka.,0,0,0,0
512,18435,diperbanyak station vaksinasi dan sistem data penerimaannya supaya tidak muncul cluster baru :)  Semangat vaksin dan prokes ditengah ketidakpastian kapan selesai ini pandemi ini...,1,1,1,1
513,19788,Saya saja terbilang takut di suntik. Tapi saya semangat banget untuk ikut vaksin. Krn gak mau lagi ada banyak korban berjatuhan karena virus jahat ini.  https://t.co/M5rYRJASle,1,1,1,1
514,19879,"Masyarakat udh banyak kok yg mau vaksin,bukti nya aku 4 kali ke puskes untuk antri vaksin selalu kehabisan no antrian.padahal telat semenit aja",1,1,1,1
515,17775,@CommuterLine Hai Kak.. saya dpt info jika untuk keperluan vaksinasi boleh ya naik krl tgl 12 Juli besok?,0,0,0,0
516,17136,Kab. Bekasi kapan siii ada beginiii. Susah beut myari akses vaksin di tambun ampe cikarang,0,0,0,0
517,15408,"Setelah jadi perawatan muka, sekarang jadi vaksin Mantap betul @icalrn",1,1,1,1
518,16228,"Vaksin dqpet gratis aja masih banyak yang bilang buat jualan ya? Sok ngajak berlogika pulak.  Mungkin benar, masalah pandemi saat ini bukan covid 19. Tapi kebencian &amp",1,1,1,1
519,16560,"Kalo vaksin udah bisa dibeli secara mandiri, besar kemungkinan syarat penerbangan harus sudah vaksin, selain dari swab",0,0,0,0
520,19561,"@e100ss min, aku kmren vaksin di Grandcity sby. Cuman sampek hari ini blm dapet sertifikat + sms jadwal vaksin kedua. Sdangkan suami langsung dpet kmren. Ini gimana? Tlp k callcenter ga d jawab, di nomer darurat panggilan di akhiri. Di aplikasi malah dibi",0,0,0,0
521,17876,"feni bangun, vaksinasi! doaku pagi ini, semoga harimu selalu dilancarkan, percayalah :)",1,1,1,1
522,15510,"karena abis vaksin td pagi gwa ngantuk bangett, dan kebablasan tidurnya ampe sore, akhirnya gwa ga bisa tidur malem ini:(  02:53 help..",0,0,0,0
523,20429,Fokus ke uji klinisnya aja. Karya anak bangsa yang bikin itu harga obat cuma gocengan.,1,1,1,1
524,16921,"Sudah vaksin 2x aje bisa positif kok,  tapi ya rasanya gak terlalu parah, paling tidak imun dalam tubuh udah ngenali si virusnya",1,1,1,1
525,18563,"Yang 2021 bukan cuma flex, tapi encouraging orang lain juga buat ikut vaksin Gw aja iri sama yg udah vaksin ðŸ˜­",1,1,1,1
526,19023,"Kalo ini lokasi vaksin di Jawa Barat dan Sumatera Utara, gaes..  https://t.co/bwURrT9vRn",1,1,1,1
527,17427,"Pertama kalian sebisa mungkin H-1 sebelum vaksin makan yg bergizi dan jangan begadang ya, biar besok seger. Nanti datang ke lokasi vaksinasi bawa KTP jangan lupa, KK, SIM, Paspor apalagi kartu nikah ga usah dibawa. Cukup KTP sama barcode yg udah didapet sebelumnya.",0,0,0,0
528,16654,Ada ga se info vaksin selain di Gelora 10 November? ðŸ˜­,0,0,0,0
529,19619,Daku share info ya titik lokasi vaksinasi bagi yang berdomisili di Jakarta.  https://t.co/638BZIpVJ9,0,0,0,0
530,15407,"Ya Allah, berikan petunjuk kepada para anti-vaxer dan anti-masker. Semoga segera dinormalkan logikanya dan mudahkan semua orang untuk dapat akses vaksinasi. It's long overdue, ya Allah. We need that herd immunity as fast as possible, we had seen enough sadness and pain. Please ðŸ™",1,1,1,1
531,17193,"Semoga mmg (akan) terus menurun, karena angka kasus turun di hari sabtu minggu (weekend) itu wajar karena libur, dengan PPKM mereka lbh banyak yg memilih #dirumahaja. Kita lihat senin, semoga kabar baik ini trs didapat dgn angka vaksinasi jg terus meningkat. Aamiin",1,1,1,1
532,16631,"Mengapa Vaksin Covid-19 dibuat lebih cepat dari vaksin kanker dan HIV?? Padahal sumber covid belum jelas asalnya dari mana,masih terjadi simpang siur informasi.  HIV sudah ada sejak 1920 dan sumbernya jelas,tp sampe skrg blm ada obat dan vaksin yang mampu membunuh virus HIV.Why?  https://t.co/EfcGAJCV5Z",-1,-1,-1,-1
533,15475,"tadi lewat konten masalah ada org di desa, abis vaksin trus badan dia kaku, yang bikin konten bilang kalau pas sblm vaksin pasti ditanyain dulu ada riwayat penyakit ga dsb, kalau lo udah vaksin pasti tau yang mana mksdnya.",0,0,0,0
534,16139,"Sok bijak Padahal yang buat gagal kan kelompok anda, yang ga percaya vaksin lah...bla..bla",0,0,0,0
535,19259,"Gokar! aku daftar vaksinasi, dan udah di verifikasi dan jadwalnya juga udah dapet. nah besok yang mesti aku bawa apa aja ya? apa perlu fotocopy ktp, atau print tanda pendaftaran vaksinnya?",0,0,0,0
536,17328,"Pakai masker, hindari kerumunan dan lakukan vaksinasi adalah koentji.",1,1,1,1
